id	scatter_idx	chrom	start	end	scatter_length
scaff_group_006	scat_0006	WSYH01003119.1	1	72397	4953975
scaff_group_006	scat_0006	WSYH01003120.1	1	72391	4953975
scaff_group_006	scat_0006	WSYH01003121.1	1	72379	4953975
scaff_group_006	scat_0006	WSYH01000053.1	1	388413	4953975
scaff_group_006	scat_0006	WSYH01000332.1	1	229375	4953975
scaff_group_006	scat_0006	WSYH01003122.1	1	72374	4953975
scaff_group_006	scat_0007	WSYH01003123.1	1	72362	4957013
scaff_group_006	scat_0007	WSYH01003124.1	1	72341	4957013
scaff_group_006	scat_0007	WSYH01003125.1	1	72264	4957013
scaff_group_006	scat_0007	WSYH01003126.1	1	72247	4957013
scaff_group_006	scat_0007	WSYH01003127.1	1	72242	4957013
scaff_group_006	scat_0007	WSYH01003128.1	1	72231	4957013
scaff_group_006	scat_0007	WSYH01003129.1	1	72230	4957013
scaff_group_006	scat_0007	WSYH01003130.1	1	72216	4957013
scaff_group_006	scat_0007	WSYH01003131.1	1	72210	4957013
scaff_group_006	scat_0007	WSYH01000333.1	1	229292	4957013
scaff_group_006	scat_0007	WSYH01003132.1	1	72185	4957013
scaff_group_006	scat_0007	WSYH01003133.1	1	72172	4957013
scaff_group_006	scat_0007	WSYH01003134.1	1	72147	4957013
scaff_group_006	scat_0007	WSYH01003135.1	1	72141	4957013
scaff_group_006	scat_0007	WSYH01003136.1	1	72088	4957013
scaff_group_006	scat_0007	WSYH01003137.1	1	72074	4957013
scaff_group_006	scat_0007	WSYH01003138.1	1	72036	4957013
scaff_group_006	scat_0007	WSYH01003139.1	1	72022	4957013
scaff_group_006	scat_0007	WSYH01003140.1	1	72008	4957013
scaff_group_006	scat_0007	WSYH01003141.1	1	71996	4957013
scaff_group_006	scat_0007	WSYH01000334.1	1	229129	4957013
scaff_group_006	scat_0007	WSYH01003142.1	1	71989	4957013
scaff_group_006	scat_0007	WSYH01003143.1	1	71984	4957013
scaff_group_006	scat_0007	WSYH01003144.1	1	71982	4957013
scaff_group_006	scat_0007	WSYH01003145.1	1	71978	4957013
scaff_group_006	scat_0007	WSYH01003146.1	1	71969	4957013
scaff_group_006	scat_0007	WSYH01003147.1	1	71921	4957013
scaff_group_006	scat_0007	WSYH01003148.1	1	71908	4957013
scaff_group_006	scat_0007	WSYH01003149.1	1	71908	4957013
scaff_group_006	scat_0007	WSYH01003150.1	1	71904	4957013
scaff_group_006	scat_0007	WSYH01003151.1	1	71876	4957013
scaff_group_006	scat_0007	WSYH01000335.1	1	228965	4957013
scaff_group_006	scat_0007	WSYH01003152.1	1	71874	4957013
scaff_group_006	scat_0007	WSYH01003153.1	1	71862	4957013
scaff_group_006	scat_0007	WSYH01003154.1	1	71859	4957013
scaff_group_006	scat_0007	WSYH01003155.1	1	71857	4957013
scaff_group_006	scat_0007	WSYH01003156.1	1	71857	4957013
scaff_group_006	scat_0007	WSYH01003157.1	1	71842	4957013
scaff_group_006	scat_0007	WSYH01003158.1	1	71841	4957013
scaff_group_006	scat_0007	WSYH01003159.1	1	71814	4957013
scaff_group_006	scat_0007	WSYH01003160.1	1	71766	4957013
scaff_group_006	scat_0007	WSYH01003161.1	1	71763	4957013
scaff_group_006	scat_0007	WSYH01000336.1	1	228963	4957013
scaff_group_006	scat_0007	WSYH01003162.1	1	71761	4957013
scaff_group_006	scat_0007	WSYH01003163.1	1	71750	4957013
scaff_group_006	scat_0007	WSYH01003164.1	1	71738	4957013
scaff_group_006	scat_0007	WSYH01003165.1	1	71710	4957013
scaff_group_006	scat_0007	WSYH01003166.1	1	71677	4957013
scaff_group_006	scat_0007	WSYH01003167.1	1	71655	4957013
scaff_group_006	scat_0007	WSYH01003168.1	1	71635	4957013
scaff_group_006	scat_0007	WSYH01003169.1	1	71626	4957013
scaff_group_006	scat_0007	WSYH01003170.1	1	71618	4957013
scaff_group_006	scat_0007	WSYH01003171.1	1	71615	4957013
scaff_group_006	scat_0007	WSYH01000337.1	1	228669	4957013
scaff_group_006	scat_0007	WSYH01003172.1	1	71601	4957013
scaff_group_006	scat_0007	WSYH01003173.1	1	71585	4957013
scaff_group_006	scat_0007	WSYH01003174.1	1	71529	4957013
scaff_group_006	scat_0007	WSYH01003175.1	1	71529	4957013
scaff_group_006	scat_0008	WSYH01003176.1	1	71528	4942518
scaff_group_006	scat_0008	WSYH01003177.1	1	71525	4942518
scaff_group_006	scat_0008	WSYH01003178.1	1	71490	4942518
scaff_group_006	scat_0008	WSYH01003179.1	1	71486	4942518
scaff_group_006	scat_0008	WSYH01003180.1	1	71478	4942518
scaff_group_006	scat_0008	WSYH01003181.1	1	71466	4942518
scaff_group_006	scat_0008	WSYH01000338.1	1	228502	4942518
scaff_group_006	scat_0008	WSYH01003182.1	1	71466	4942518
scaff_group_006	scat_0008	WSYH01003183.1	1	71448	4942518
scaff_group_006	scat_0008	WSYH01003184.1	1	71427	4942518
scaff_group_006	scat_0008	WSYH01003185.1	1	71408	4942518
scaff_group_006	scat_0008	WSYH01003186.1	1	71406	4942518
scaff_group_006	scat_0008	WSYH01003187.1	1	71399	4942518
scaff_group_006	scat_0008	WSYH01003188.1	1	71358	4942518
scaff_group_006	scat_0008	WSYH01003189.1	1	71329	4942518
scaff_group_006	scat_0008	WSYH01003190.1	1	71317	4942518
scaff_group_006	scat_0008	WSYH01003191.1	1	71304	4942518
scaff_group_006	scat_0008	WSYH01000339.1	1	228159	4942518
scaff_group_006	scat_0008	WSYH01003192.1	1	71300	4942518
scaff_group_006	scat_0008	WSYH01003193.1	1	71290	4942518
scaff_group_006	scat_0008	WSYH01003194.1	1	71280	4942518
scaff_group_006	scat_0008	WSYH01003195.1	1	71277	4942518
scaff_group_006	scat_0008	WSYH01003196.1	1	71272	4942518
scaff_group_006	scat_0008	WSYH01003197.1	1	71219	4942518
scaff_group_006	scat_0008	WSYH01003198.1	1	71140	4942518
scaff_group_006	scat_0008	WSYH01003199.1	1	71133	4942518
scaff_group_006	scat_0008	WSYH01003200.1	1	71102	4942518
scaff_group_006	scat_0008	WSYH01003201.1	1	71102	4942518
scaff_group_006	scat_0008	WSYH01000340.1	1	227784	4942518
scaff_group_006	scat_0008	WSYH01003202.1	1	71098	4942518
scaff_group_006	scat_0008	WSYH01003203.1	1	71086	4942518
scaff_group_006	scat_0008	WSYH01003204.1	1	71077	4942518
scaff_group_006	scat_0008	WSYH01003205.1	1	71076	4942518
scaff_group_006	scat_0008	WSYH01003206.1	1	71074	4942518
scaff_group_006	scat_0008	WSYH01003207.1	1	71030	4942518
scaff_group_006	scat_0008	WSYH01003208.1	1	71015	4942518
scaff_group_006	scat_0008	WSYH01003209.1	1	70994	4942518
scaff_group_006	scat_0008	WSYH01003210.1	1	70991	4942518
scaff_group_006	scat_0008	WSYH01003211.1	1	70968	4942518
scaff_group_006	scat_0008	WSYH01000341.1	1	227761	4942518
scaff_group_006	scat_0008	WSYH01003212.1	1	70956	4942518
scaff_group_006	scat_0008	WSYH01003213.1	1	70946	4942518
scaff_group_006	scat_0008	WSYH01003214.1	1	70943	4942518
scaff_group_006	scat_0008	WSYH01003215.1	1	70936	4942518
scaff_group_006	scat_0008	WSYH01003216.1	1	70926	4942518
scaff_group_006	scat_0008	WSYH01003217.1	1	70919	4942518
scaff_group_006	scat_0008	WSYH01003218.1	1	70893	4942518
scaff_group_006	scat_0008	WSYH01003219.1	1	70893	4942518
scaff_group_006	scat_0008	WSYH01003220.1	1	70886	4942518
scaff_group_006	scat_0008	WSYH01003221.1	1	70886	4942518
scaff_group_006	scat_0008	WSYH01000054.1	1	386795	4942518
scaff_group_006	scat_0008	WSYH01000342.1	1	227257	4942518
scaff_group_006	scat_0008	WSYH01003222.1	1	70864	4942518
scaff_group_006	scat_0008	WSYH01003223.1	1	70853	4942518
scaff_group_006	scat_0009	WSYH01003224.1	1	70846	4933720
scaff_group_006	scat_0009	WSYH01003225.1	1	70836	4933720
scaff_group_006	scat_0009	WSYH01003226.1	1	70825	4933720
scaff_group_006	scat_0009	WSYH01003227.1	1	70808	4933720
scaff_group_006	scat_0009	WSYH01003228.1	1	70798	4933720
scaff_group_006	scat_0009	WSYH01003229.1	1	70789	4933720
scaff_group_006	scat_0009	WSYH01003230.1	1	70760	4933720
scaff_group_006	scat_0009	WSYH01003231.1	1	70755	4933720
scaff_group_006	scat_0009	WSYH01000343.1	1	226705	4933720
scaff_group_006	scat_0009	WSYH01003232.1	1	70718	4933720
scaff_group_006	scat_0009	WSYH01003233.1	1	70704	4933720
scaff_group_006	scat_0009	WSYH01003234.1	1	70650	4933720
scaff_group_006	scat_0009	WSYH01003235.1	1	70639	4933720
scaff_group_006	scat_0009	WSYH01003236.1	1	70617	4933720
scaff_group_006	scat_0009	WSYH01003237.1	1	70596	4933720
scaff_group_006	scat_0009	WSYH01003238.1	1	70573	4933720
scaff_group_006	scat_0009	WSYH01003239.1	1	70567	4933720
scaff_group_006	scat_0009	WSYH01003240.1	1	70551	4933720
scaff_group_006	scat_0009	WSYH01003241.1	1	70548	4933720
scaff_group_006	scat_0009	WSYH01000344.1	1	226555	4933720
scaff_group_006	scat_0009	WSYH01003242.1	1	70537	4933720
scaff_group_006	scat_0009	WSYH01003243.1	1	70526	4933720
scaff_group_006	scat_0009	WSYH01003244.1	1	70486	4933720
scaff_group_006	scat_0009	WSYH01003245.1	1	70472	4933720
scaff_group_006	scat_0009	WSYH01003246.1	1	70457	4933720
scaff_group_006	scat_0009	WSYH01003247.1	1	70457	4933720
scaff_group_006	scat_0009	WSYH01003248.1	1	70456	4933720
scaff_group_006	scat_0009	WSYH01003249.1	1	70439	4933720
scaff_group_006	scat_0009	WSYH01003250.1	1	70439	4933720
scaff_group_006	scat_0009	WSYH01003251.1	1	70430	4933720
scaff_group_006	scat_0009	WSYH01000345.1	1	225770	4933720
scaff_group_006	scat_0009	WSYH01003252.1	1	70419	4933720
scaff_group_006	scat_0009	WSYH01003253.1	1	70415	4933720
scaff_group_006	scat_0009	WSYH01003254.1	1	70396	4933720
scaff_group_006	scat_0009	WSYH01003255.1	1	70390	4933720
scaff_group_006	scat_0009	WSYH01003256.1	1	70333	4933720
scaff_group_006	scat_0009	WSYH01003257.1	1	70311	4933720
scaff_group_006	scat_0009	WSYH01003258.1	1	70284	4933720
scaff_group_006	scat_0009	WSYH01003259.1	1	70281	4933720
scaff_group_006	scat_0009	WSYH01003260.1	1	70280	4933720
scaff_group_006	scat_0009	WSYH01003261.1	1	70267	4933720
scaff_group_006	scat_0009	WSYH01000346.1	1	225739	4933720
scaff_group_006	scat_0009	WSYH01003262.1	1	70265	4933720
scaff_group_006	scat_0009	WSYH01003263.1	1	70263	4933720
scaff_group_006	scat_0009	WSYH01003264.1	1	70245	4933720
scaff_group_006	scat_0009	WSYH01003265.1	1	70235	4933720
scaff_group_006	scat_0009	WSYH01003266.1	1	70228	4933720
scaff_group_006	scat_0009	WSYH01003267.1	1	70215	4933720
scaff_group_006	scat_0009	WSYH01003268.1	1	70203	4933720
scaff_group_006	scat_0009	WSYH01003269.1	1	70187	4933720
scaff_group_006	scat_0009	WSYH01003270.1	1	70167	4933720
scaff_group_006	scat_0009	WSYH01003271.1	1	70155	4933720
scaff_group_006	scat_0009	WSYH01000347.1	1	225501	4933720
scaff_group_006	scat_0009	WSYH01003272.1	1	70133	4933720
scaff_group_006	scat_0009	WSYH01003273.1	1	70127	4933720
scaff_group_006	scat_0009	WSYH01003274.1	1	70113	4933720
scaff_group_006	scat_0009	WSYH01003275.1	1	70101	4933720
scaff_group_006	scat_0009	WSYH01003276.1	1	70083	4933720
scaff_group_006	scat_0009	WSYH01003277.1	1	70075	4933720
scaff_group_006	scat_0010	WSYH01003278.1	1	70063	4989568
scaff_group_006	scat_0010	WSYH01003279.1	1	70059	4989568
scaff_group_006	scat_0010	WSYH01003280.1	1	70030	4989568
scaff_group_006	scat_0010	WSYH01003281.1	1	70017	4989568
scaff_group_006	scat_0010	WSYH01000348.1	1	225271	4989568
scaff_group_006	scat_0010	WSYH01003282.1	1	70015	4989568
scaff_group_006	scat_0010	WSYH01003283.1	1	69998	4989568
scaff_group_006	scat_0010	WSYH01003284.1	1	69961	4989568
scaff_group_006	scat_0010	WSYH01003285.1	1	69938	4989568
scaff_group_006	scat_0010	WSYH01003286.1	1	69908	4989568
scaff_group_006	scat_0010	WSYH01003287.1	1	69905	4989568
scaff_group_006	scat_0010	WSYH01003288.1	1	69900	4989568
scaff_group_006	scat_0010	WSYH01003289.1	1	69876	4989568
scaff_group_006	scat_0010	WSYH01003290.1	1	69859	4989568
scaff_group_006	scat_0010	WSYH01003291.1	1	69771	4989568
scaff_group_006	scat_0010	WSYH01000349.1	1	224674	4989568
scaff_group_006	scat_0010	WSYH01003292.1	1	69768	4989568
scaff_group_006	scat_0010	WSYH01003293.1	1	69750	4989568
scaff_group_006	scat_0010	WSYH01003294.1	1	69743	4989568
scaff_group_006	scat_0010	WSYH01003295.1	1	69729	4989568
scaff_group_006	scat_0010	WSYH01003296.1	1	69728	4989568
scaff_group_006	scat_0010	WSYH01003297.1	1	69719	4989568
scaff_group_006	scat_0010	WSYH01003298.1	1	69702	4989568
scaff_group_006	scat_0010	WSYH01003299.1	1	69686	4989568
scaff_group_006	scat_0010	WSYH01003300.1	1	69648	4989568
scaff_group_006	scat_0010	WSYH01003301.1	1	69641	4989568
scaff_group_006	scat_0010	WSYH01000350.1	1	224485	4989568
scaff_group_006	scat_0010	WSYH01003302.1	1	69616	4989568
scaff_group_006	scat_0010	WSYH01003303.1	1	69582	4989568
scaff_group_006	scat_0010	WSYH01003304.1	1	69567	4989568
scaff_group_006	scat_0010	WSYH01003305.1	1	69547	4989568
scaff_group_006	scat_0010	WSYH01003306.1	1	69545	4989568
scaff_group_006	scat_0010	WSYH01003307.1	1	69543	4989568
scaff_group_006	scat_0010	WSYH01003308.1	1	69525	4989568
scaff_group_006	scat_0010	WSYH01003309.1	1	69447	4989568
scaff_group_006	scat_0010	WSYH01003310.1	1	69443	4989568
scaff_group_006	scat_0010	WSYH01003311.1	1	69441	4989568
scaff_group_006	scat_0010	WSYH01000351.1	1	224410	4989568
scaff_group_006	scat_0010	WSYH01003312.1	1	69440	4989568
scaff_group_006	scat_0010	WSYH01003313.1	1	69437	4989568
scaff_group_006	scat_0010	WSYH01003314.1	1	69435	4989568
scaff_group_006	scat_0010	WSYH01003315.1	1	69435	4989568
scaff_group_006	scat_0010	WSYH01003316.1	1	69435	4989568
scaff_group_006	scat_0010	WSYH01003317.1	1	69419	4989568
scaff_group_006	scat_0010	WSYH01003318.1	1	69419	4989568
scaff_group_006	scat_0010	WSYH01003319.1	1	69410	4989568
scaff_group_006	scat_0010	WSYH01003320.1	1	69393	4989568
scaff_group_006	scat_0010	WSYH01003321.1	1	69374	4989568
scaff_group_006	scat_0010	WSYH01000055.1	1	385094	4989568
scaff_group_006	scat_0010	WSYH01000352.1	1	224006	4989568
scaff_group_006	scat_0010	WSYH01003322.1	1	69357	4989568
scaff_group_006	scat_0010	WSYH01003323.1	1	69333	4989568
scaff_group_006	scat_0010	WSYH01003324.1	1	69305	4989568
scaff_group_006	scat_0010	WSYH01003325.1	1	69273	4989568
scaff_group_006	scat_0010	WSYH01003326.1	1	69272	4989568
scaff_group_006	scat_0010	WSYH01003327.1	1	69221	4989568
scaff_group_006	scat_0011	WSYH01003328.1	1	69220	276846
scaff_group_006	scat_0011	WSYH01003329.1	1	69218	276846
scaff_group_006	scat_0011	WSYH01003330.1	1	69217	276846
scaff_group_006	scat_0011	WSYH01003331.1	1	69191	276846
scaff_group_007	scat_0001	WSYH01000353.1	1	223815	4984814
scaff_group_007	scat_0001	WSYH01003332.1	1	69183	4984814
scaff_group_007	scat_0001	WSYH01003333.1	1	69174	4984814
scaff_group_007	scat_0001	WSYH01003334.1	1	69146	4984814
scaff_group_007	scat_0001	WSYH01003335.1	1	69133	4984814
scaff_group_007	scat_0001	WSYH01003336.1	1	69122	4984814
scaff_group_007	scat_0001	WSYH01003337.1	1	69122	4984814
scaff_group_007	scat_0001	WSYH01003338.1	1	69115	4984814
scaff_group_007	scat_0001	WSYH01003339.1	1	69112	4984814
scaff_group_007	scat_0001	WSYH01003340.1	1	69089	4984814
scaff_group_007	scat_0001	WSYH01003341.1	1	69084	4984814
scaff_group_007	scat_0001	WSYH01000354.1	1	223704	4984814
scaff_group_007	scat_0001	WSYH01003342.1	1	69049	4984814
scaff_group_007	scat_0001	WSYH01003343.1	1	69049	4984814
scaff_group_007	scat_0001	WSYH01003344.1	1	69005	4984814
scaff_group_007	scat_0001	WSYH01003345.1	1	68986	4984814
scaff_group_007	scat_0001	WSYH01003346.1	1	68975	4984814
scaff_group_007	scat_0001	WSYH01003347.1	1	68968	4984814
scaff_group_007	scat_0001	WSYH01003348.1	1	68966	4984814
scaff_group_007	scat_0001	WSYH01003349.1	1	68960	4984814
scaff_group_007	scat_0001	WSYH01003350.1	1	68928	4984814
scaff_group_007	scat_0001	WSYH01003351.1	1	68866	4984814
scaff_group_007	scat_0001	WSYH01000355.1	1	223572	4984814
scaff_group_007	scat_0001	WSYH01003352.1	1	68834	4984814
scaff_group_007	scat_0001	WSYH01003353.1	1	68831	4984814
scaff_group_007	scat_0001	WSYH01003354.1	1	68824	4984814
scaff_group_007	scat_0001	WSYH01003355.1	1	68811	4984814
scaff_group_007	scat_0001	WSYH01003356.1	1	68797	4984814
scaff_group_007	scat_0001	WSYH01003357.1	1	68790	4984814
scaff_group_007	scat_0001	WSYH01003358.1	1	68786	4984814
scaff_group_007	scat_0001	WSYH01003359.1	1	68775	4984814
scaff_group_007	scat_0001	WSYH01003360.1	1	68765	4984814
scaff_group_007	scat_0001	WSYH01003361.1	1	68749	4984814
scaff_group_007	scat_0001	WSYH01000356.1	1	223399	4984814
scaff_group_007	scat_0001	WSYH01003362.1	1	68715	4984814
scaff_group_007	scat_0001	WSYH01003363.1	1	68713	4984814
scaff_group_007	scat_0001	WSYH01003364.1	1	68708	4984814
scaff_group_007	scat_0001	WSYH01003365.1	1	68705	4984814
scaff_group_007	scat_0001	WSYH01003366.1	1	68615	4984814
scaff_group_007	scat_0001	WSYH01003367.1	1	68563	4984814
scaff_group_007	scat_0001	WSYH01003368.1	1	68552	4984814
scaff_group_007	scat_0001	WSYH01003369.1	1	68505	4984814
scaff_group_007	scat_0001	WSYH01003370.1	1	68496	4984814
scaff_group_007	scat_0001	WSYH01003371.1	1	68492	4984814
scaff_group_007	scat_0001	WSYH01000357.1	1	223230	4984814
scaff_group_007	scat_0001	WSYH01003372.1	1	68475	4984814
scaff_group_007	scat_0001	WSYH01003373.1	1	68454	4984814
scaff_group_007	scat_0001	WSYH01003374.1	1	68453	4984814
scaff_group_007	scat_0001	WSYH01003375.1	1	68447	4984814
scaff_group_007	scat_0001	WSYH01003376.1	1	68438	4984814
scaff_group_007	scat_0001	WSYH01003377.1	1	68436	4984814
scaff_group_007	scat_0001	WSYH01003378.1	1	68409	4984814
scaff_group_007	scat_0001	WSYH01003379.1	1	68349	4984814
scaff_group_007	scat_0001	WSYH01003380.1	1	68336	4984814
scaff_group_007	scat_0001	WSYH01003381.1	1	68334	4984814
scaff_group_007	scat_0001	WSYH01000358.1	1	223057	4984814
scaff_group_007	scat_0001	WSYH01003382.1	1	68308	4984814
scaff_group_007	scat_0001	WSYH01003383.1	1	68275	4984814
scaff_group_007	scat_0001	WSYH01003384.1	1	68265	4984814
scaff_group_007	scat_0002	WSYH01003385.1	1	68217	4952710
scaff_group_007	scat_0002	WSYH01003386.1	1	68210	4952710
scaff_group_007	scat_0002	WSYH01003387.1	1	68201	4952710
scaff_group_007	scat_0002	WSYH01003388.1	1	68148	4952710
scaff_group_007	scat_0002	WSYH01003389.1	1	68145	4952710
scaff_group_007	scat_0002	WSYH01003390.1	1	68144	4952710
scaff_group_007	scat_0002	WSYH01003391.1	1	68120	4952710
scaff_group_007	scat_0002	WSYH01000359.1	1	222724	4952710
scaff_group_007	scat_0002	WSYH01003392.1	1	68104	4952710
scaff_group_007	scat_0002	WSYH01003393.1	1	68054	4952710
scaff_group_007	scat_0002	WSYH01003394.1	1	68051	4952710
scaff_group_007	scat_0002	WSYH01003395.1	1	68039	4952710
scaff_group_007	scat_0002	WSYH01003396.1	1	68032	4952710
scaff_group_007	scat_0002	WSYH01003397.1	1	68003	4952710
scaff_group_007	scat_0002	WSYH01003398.1	1	67992	4952710
scaff_group_007	scat_0002	WSYH01003399.1	1	67945	4952710
scaff_group_007	scat_0002	WSYH01003400.1	1	67930	4952710
scaff_group_007	scat_0002	WSYH01003401.1	1	67930	4952710
scaff_group_007	scat_0002	WSYH01000360.1	1	222534	4952710
scaff_group_007	scat_0002	WSYH01003402.1	1	67891	4952710
scaff_group_007	scat_0002	WSYH01003403.1	1	67855	4952710
scaff_group_007	scat_0002	WSYH01003404.1	1	67827	4952710
scaff_group_007	scat_0002	WSYH01003405.1	1	67793	4952710
scaff_group_007	scat_0002	WSYH01003406.1	1	67789	4952710
scaff_group_007	scat_0002	WSYH01003407.1	1	67745	4952710
scaff_group_007	scat_0002	WSYH01003408.1	1	67737	4952710
scaff_group_007	scat_0002	WSYH01003409.1	1	67726	4952710
scaff_group_007	scat_0002	WSYH01003410.1	1	67698	4952710
scaff_group_007	scat_0002	WSYH01003411.1	1	67696	4952710
scaff_group_007	scat_0002	WSYH01000361.1	1	222360	4952710
scaff_group_007	scat_0002	WSYH01003412.1	1	67695	4952710
scaff_group_007	scat_0002	WSYH01003413.1	1	67686	4952710
scaff_group_007	scat_0002	WSYH01003414.1	1	67682	4952710
scaff_group_007	scat_0002	WSYH01003415.1	1	67647	4952710
scaff_group_007	scat_0002	WSYH01003416.1	1	67638	4952710
scaff_group_007	scat_0002	WSYH01003417.1	1	67637	4952710
scaff_group_007	scat_0002	WSYH01003418.1	1	67635	4952710
scaff_group_007	scat_0002	WSYH01003419.1	1	67613	4952710
scaff_group_007	scat_0002	WSYH01003420.1	1	67596	4952710
scaff_group_007	scat_0002	WSYH01003421.1	1	67585	4952710
scaff_group_007	scat_0002	WSYH01000056.1	1	384370	4952710
scaff_group_007	scat_0002	WSYH01000362.1	1	222250	4952710
scaff_group_007	scat_0002	WSYH01003422.1	1	67584	4952710
scaff_group_007	scat_0002	WSYH01003423.1	1	67573	4952710
scaff_group_007	scat_0002	WSYH01003424.1	1	67556	4952710
scaff_group_007	scat_0002	WSYH01003425.1	1	67549	4952710
scaff_group_007	scat_0002	WSYH01003426.1	1	67545	4952710
scaff_group_007	scat_0002	WSYH01003427.1	1	67539	4952710
scaff_group_007	scat_0002	WSYH01003428.1	1	67529	4952710
scaff_group_007	scat_0002	WSYH01003429.1	1	67485	4952710
scaff_group_007	scat_0002	WSYH01003430.1	1	67475	4952710
scaff_group_007	scat_0002	WSYH01003431.1	1	67464	4952710
scaff_group_007	scat_0002	WSYH01000363.1	1	222099	4952710
scaff_group_007	scat_0002	WSYH01003432.1	1	67458	4952710
scaff_group_007	scat_0002	WSYH01003433.1	1	67444	4952710
scaff_group_007	scat_0002	WSYH01003434.1	1	67393	4952710
scaff_group_007	scat_0002	WSYH01003435.1	1	67343	4952710
scaff_group_007	scat_0003	WSYH01003436.1	1	67332	4850477
scaff_group_007	scat_0003	WSYH01003437.1	1	67332	4850477
scaff_group_007	scat_0003	WSYH01003438.1	1	67323	4850477
scaff_group_007	scat_0003	WSYH01003439.1	1	67300	4850477
scaff_group_007	scat_0003	WSYH01003440.1	1	67274	4850477
scaff_group_007	scat_0003	WSYH01003441.1	1	67274	4850477
scaff_group_007	scat_0003	WSYH01000364.1	1	221353	4850477
scaff_group_007	scat_0003	WSYH01003442.1	1	67271	4850477
scaff_group_007	scat_0003	WSYH01003443.1	1	67252	4850477
scaff_group_007	scat_0003	WSYH01003444.1	1	67230	4850477
scaff_group_007	scat_0003	WSYH01003445.1	1	67200	4850477
scaff_group_007	scat_0003	WSYH01003446.1	1	67199	4850477
scaff_group_007	scat_0003	WSYH01003447.1	1	67180	4850477
scaff_group_007	scat_0003	WSYH01003448.1	1	67178	4850477
scaff_group_007	scat_0003	WSYH01003449.1	1	67170	4850477
scaff_group_007	scat_0003	WSYH01003450.1	1	67153	4850477
scaff_group_007	scat_0003	WSYH01003451.1	1	67138	4850477
scaff_group_007	scat_0003	WSYH01000365.1	1	221323	4850477
scaff_group_007	scat_0003	WSYH01003452.1	1	67137	4850477
scaff_group_007	scat_0003	WSYH01003453.1	1	67132	4850477
scaff_group_007	scat_0003	WSYH01003454.1	1	67097	4850477
scaff_group_007	scat_0003	WSYH01003455.1	1	67048	4850477
scaff_group_007	scat_0003	WSYH01003456.1	1	67032	4850477
scaff_group_007	scat_0003	WSYH01003457.1	1	66985	4850477
scaff_group_007	scat_0003	WSYH01003458.1	1	66981	4850477
scaff_group_007	scat_0003	WSYH01003459.1	1	66953	4850477
scaff_group_007	scat_0003	WSYH01003460.1	1	66920	4850477
scaff_group_007	scat_0003	WSYH01003461.1	1	66911	4850477
scaff_group_007	scat_0003	WSYH01000366.1	1	220880	4850477
scaff_group_007	scat_0003	WSYH01003462.1	1	66907	4850477
scaff_group_007	scat_0003	WSYH01003463.1	1	66902	4850477
scaff_group_007	scat_0003	WSYH01003464.1	1	66878	4850477
scaff_group_007	scat_0003	WSYH01003465.1	1	66842	4850477
scaff_group_007	scat_0003	WSYH01003466.1	1	66804	4850477
scaff_group_007	scat_0003	WSYH01003467.1	1	66800	4850477
scaff_group_007	scat_0003	WSYH01003468.1	1	66764	4850477
scaff_group_007	scat_0003	WSYH01003469.1	1	66758	4850477
scaff_group_007	scat_0003	WSYH01003470.1	1	66753	4850477
scaff_group_007	scat_0003	WSYH01003471.1	1	66729	4850477
scaff_group_007	scat_0003	WSYH01000367.1	1	220836	4850477
scaff_group_007	scat_0003	WSYH01003472.1	1	66728	4850477
scaff_group_007	scat_0003	WSYH01003473.1	1	66704	4850477
scaff_group_007	scat_0003	WSYH01003474.1	1	66700	4850477
scaff_group_007	scat_0003	WSYH01003475.1	1	66698	4850477
scaff_group_007	scat_0003	WSYH01003476.1	1	66690	4850477
scaff_group_007	scat_0003	WSYH01003477.1	1	66684	4850477
scaff_group_007	scat_0003	WSYH01003478.1	1	66676	4850477
scaff_group_007	scat_0003	WSYH01003479.1	1	66602	4850477
scaff_group_007	scat_0003	WSYH01003480.1	1	66581	4850477
scaff_group_007	scat_0003	WSYH01003481.1	1	66579	4850477
scaff_group_007	scat_0003	WSYH01000368.1	1	220381	4850477
scaff_group_007	scat_0003	WSYH01003482.1	1	66556	4850477
scaff_group_007	scat_0003	WSYH01003483.1	1	66537	4850477
scaff_group_007	scat_0003	WSYH01003484.1	1	66536	4850477
scaff_group_007	scat_0003	WSYH01003485.1	1	66519	4850477
scaff_group_007	scat_0003	WSYH01003486.1	1	66504	4850477
scaff_group_007	scat_0003	WSYH01003487.1	1	66501	4850477
scaff_group_007	scat_0003	WSYH01003488.1	1	66468	4850477
scaff_group_007	scat_0003	WSYH01003489.1	1	66463	4850477
scaff_group_007	scat_0003	WSYH01003490.1	1	66430	4850477
scaff_group_007	scat_0003	WSYH01003491.1	1	66409	4850477
scaff_group_007	scat_0004	WSYH01000369.1	1	220352	4781847
scaff_group_007	scat_0004	WSYH01003492.1	1	66393	4781847
scaff_group_007	scat_0004	WSYH01003493.1	1	66388	4781847
scaff_group_007	scat_0004	WSYH01003494.1	1	66385	4781847
scaff_group_007	scat_0004	WSYH01003495.1	1	66316	4781847
scaff_group_007	scat_0004	WSYH01003496.1	1	66306	4781847
scaff_group_007	scat_0004	WSYH01003497.1	1	66297	4781847
scaff_group_007	scat_0004	WSYH01003498.1	1	66288	4781847
scaff_group_007	scat_0004	WSYH01003499.1	1	66286	4781847
